Work Steps,Actions,CATEGORY 
AFT CALL PANEL DIMMER PILOT LIGHT COMING ON AND OFF.,". 

ATTENDENT CALL PANEL EMER LIGHT COMING ON AND OFF CLEANED MAISTURE FROM AFT FLT ATTENDENT NOTIFICATION PANEL OPS CHECK GOOD REF TO EMB 145 MM 33-25-00",FA CALL SYS
PAX CALL SYSTEM WONT WORK FLIGHT ATT AUDIBLE DING FOR PAX CALL SYSTEM DOESNT WORK IN TEST MODE / LOTO INSTALL INSTALLED LOTO,". 

DEFERED PER NEF 25-90-23-1 PLACARD INSTALLED / PAX CALL SYSTEM WONT WORK R&R FA PANEL IAW AMM 25-27-09. OPS CHECK GOOD. PACARD REMOVED. NEF CLEARED. / LOTO REMOVED AND STOWED",PA/INTERPHONE
"F/A MIC VOLUME TOO LOW, PAX CANT HEAR AND PILOTS CANT HEAR / LOTO DEVICE INSTALLED",". 

ADJUSTED PA VOLUME REF EMB 145 AMM 23-31-00 OPS CHECK GOOD / LOTO REMOVED AND STOWED",PA/INTERPHONE
GEN 4 OFF BUS ON LANDING / LOTO DEVICE INSTALLED,". 

DEFERRED PER MEL 24-31-01-2, PLACARD APPLIED, C/B D8 AND D9 PULLED AND COLLARED ON R/H DIST BOX, REMAINING GENS OPS CHECK SAT, / R/R GEN 4 IAW EMB145 AMM 24-31-0. OPS/LEAKS CHECK SAT, NO FIX. / LP57333 SWAPPED GCU 1 INTO GCU 4 FOR DIAGNOSIS IAW EMB 145 AMM 24-31-02. OPS CHECK FOUND GCU 4 TO BE INOP, NEEDS REPLACED. MEL CONTINUES. / LP 57336 R&R GCU 4 IAW EMB145 AMM 24-31-02. OPS CHECK SAT, CB D8 AND D9 PUSHED IN AND COLLARS STOWED. PLACARD REMOVED. MEL CLEARED / LOTO DEVICE REMOVED AND STOWED AS REQUIRED",GEN OFF BUS
7A WINDOW REVEAL ASSEMBLY IS LOOSE / LOTO INSTALLED,". 

DEFERRED PER NEF 25-90-15-1, PLACARD APPLIED. / RESECURED WINDOW RELEVEAL AT 7A IAW AMM 20-30-03. PLACARD REMOVED. NEF CLEARED. / REMOVED AND STOWED LOTO",CABIN INTERIOR
FO`S GRAB HANDLE BROKEN.,". 

FO GRAB HANDLE REMOVED AND REPLACED FO GRAB HANDLE REF TO EMB 145 MM 25-12-01",COCKPIT EQUIP/INTERIOR
FO`S SIDE HEADREST FELL OFF,". 

RESECURED FO`S HEADREST IAW ZODIAC AEROSPACE CMC 25-11-71.",CREW SEAT
"TRAY ON SERVING CART HAS COME OUT, WON`T GO BACK IN / LOTO INSTALLED",". 

STOWED GALLEY TRAY BACK IN CART IAW E145 AMM 25-30-02 / REMOVED AND STOWED AS REQ",GALLEY
BLOOD BORNE PATHOGEN KIT USED,". 

DEFERRED PER NEF 25-OT-11-1. PLACARD INSTALLED / BLOOD BORNE PATHOGEN KIT REPLACED BLOOD BORNE PATHOGEN KIT IAW EMB 145XR MM 25-00-00, NEF CLEARED PLACARD REMOVED",OTHER
OVERHEAD BIN AT ROW 10 DOESN`T STAY CLOSED / LOTO INSTALLED,". 

DEFERRED PER MEL 25-22-00-3, PLACARDS APPLIED, OVHD BIN SECURED OPEN. / LP 92596 R/R OVERHEAD BIN LOWER PANEL ASSY IAW EMB 145 AMM 25-22-03. NO DEFECTS NOTED. MEL CLEARED. PLACARD REMOVED. / LOTO DEVICE REMOVED AND STOWED AS REQUIRED",OVHD BIN
FLAP LOW SPEED ON TAXI OUT,". 

PERFORMED RESET OF FLAP SYSTEM, OPS CHECK SAT IAW E145 AMM 27-53-00",FLAP FAIL
GUST LOCK WON`T DISENGAGE / LOTO INSTALLED,". 

DISENGAGED GUST LOCK AS REQ OPS CHECK GOOD IRT EMB 145 AMM 27-71-00 / REMOVED AND STOWED LOTO",GUST LOCK
STALL PROTECTION TEST LIGHT ILLUMINATED AFTER SUCCESSFUL TEST.,". 

PER MX CONTROL RESET STALL PROTECTION SYSTEM IRT EMB 145 XR FIM 27-36-00-810-810-A. STALL TEST SUCCESSFUL, NO DEFECTS NOTED.",SPS
SPS 2 INOP/SPS ADV ON EICAS / LOTO INSTALL INSTALLED LOTO,". 

SPS 2 INOP/SPS ADV ON EICAS R&R AOA SENSOR #2 IRT EMB 145 AMM 27-36-01 OPS CHECK SAT IRT EMB 145 AMM 27-36-00 CMC DOWNLOADED IRT EMB 145 AMM 45-45-00 / LOTO INSTALL LOTO REMOVED",SPS
SPS ADV MSG ON TAXI OUT,". 

PERFORMED SYSTEM RESET IAW E145 AMM 27-36-00 NO DEFECTS NOTED",SPS
FUEL CONFIG DISAGREE APPEARED WHEN STARTED TAXIING / LOTO DEVICE INSTALLED,". 

FUEL CONFIG DRAIN VENTRAL FUEL AS NEEDED REF EMB 145 AMM 28-40-00-04 / LOTTO INSTALLED REMOVED LOTTO AND STOWED",FUEL QTY IND
NO POWER TO REFUELING PANEL,". 

RESET MICROSWITCH , OPS CHECK GOOD IAW E145 AMM 28-20-04",PRESSURE REFUEL
XFER ISOL FAIL ON EICAS / LOTO INSTALLED,". 

DEFERED PER MEL 28-45-14-2 PLACARD INSTALLED C/B A1,G4,A4,G31,D4 PULLED AND COLLARD VENT TANK DRAINED, SWITCH TO LR MODE / SYSTEM TROUBLE SHOT IAW EMB 145 FIM 28-17-00-810-804-A UP TO STEP 9 AND FOUND & FOUND VENTRAL TANK TRANSFER SHUT OFF VALVE NOT OPERATING. R & R SHUT OFF VALVE IAW EMB 145 AMM 28-27-04. VALVE OPEARTING AS PER STEP I OF FIM. OPS CHECK FAILED. CONTINUED TROUUBLE SHOOTING IAW FIM 28-27-00-810-804-A. SUSPECT RELAY K7223. NO RELAY IN STOCK. AIRCRAFT REMAINS IN LR CONFIGURATION. FURTHER TROUBLE. REQ. MEL CONTINUES. VENTRAL TANK TRANSFER SHUT OFF VALVE TOBE LEAK CHECKED WHEN SYSTEM BECOMES OPERATIONAL / SYSTEM TROUBLE SHOT IAW EMB 145 FIM 28-27-00-810-804-A. R & R RELAY IAW EMB 145 AMM 20-13-02. FUEL TRANSFER FROM WING TO VENTRAL TANK IAW EMB 145 AMM 28-11-00. FUEL VENTRAL TANK ADJUSTMENT/TESTCARRIED OUT IAW EMB 145 AMM 28-27-00. FOUND SAT, VENTRAL TANK TRANSFER SHUT OFF VALVE INSPECTED FOR LEAKS FOUND SAT. A/C RETURNED TO XR CONFIGURATION AND ALL CB RESET. MEL CLEARED & PLACARD REMOVED / REMOVED AND STOWED AS REQ",PRESSURE REFUEL
E1 A/I FAIL AT GATE WITH ENG SHUT DOWN ON GRND POWER,". 

E1 A/I SYSTEM RESET, OPS CHECK SAT IAW E145 AMM 30-21-00",A/I PROBLEM-ENG
IC 1 CONFIG FAIL ON EICAS. / MEL VERIFICATION REQUIRED. / LOTO INSTALLED.,". 

DEFERRED IC CONFIG MODULE #1 PER MEL 31-42-02-1, PLACARD INSTALLED. / LP 50680 RE-RACKED IC-600. PERFORMED OPS CHECK IAW EMB 145 XR AMM 32-42-01. OPS CHECK SAT. NO MESSAGE ON EICAS NOTED AT THIS TIME. PLACARD REMOVED. MEL CLEARED. / MEL VERIFICATION VERIFIED PROPER MEL PROCEDURES FOLLOWED / LOTO REMOVED AND STOWED AS REQUIRED",IC-600
A/C RATTLES ON TAKE OFF ROLL UNTIL LANDING GEAR COMES UP. / LOTO DEVICE INSTALLED / EIE,". 

FOUND NOSE WHEEL TIRES TO BE WOBBLING, R/R BOTH NOSE WHEEL ASSEMBLIES IAW EMB145XR AMM 32-49-05 NO DEFECTS NOTED / LOTO DEVICE REMOVED AND STOWED. / EIE",GEAR VIBRATION/SHIMMY
CORD SHOWING ON RIGHT NOSE WHEEL / LOTO INSTALLED,". 

R/R #1 AND #2 NWA IAW EMB. 145 AMM 32-49-05 NO FURTHER DEFFECT NOTED. / LOTO REMOVED AND STOWED AS REQUIRED.",TIRE WORN
LEFT WING WHITE NAV LIGHT INOP / LOTO INSTALLED,". 

R/R LT HAND REAR NAV LIGHT, OPS CHECK SAT IAW E145 AMM 33-45-05 / REMOVED AND STOWED LOTO IAW GMM",EXTERIOR LIGHT
TAIL NAV LTS INOP / LOTO INSTALL INSTALLED LOTO,". 

TAIL NAV LTS INOP R/R TAIL NAV LIGHTS OOPS CK GOOD REF EMB 145 MM 33-43-05 / LOTO INSTALL REMOVED AND STOWED LOTO",EXTERIOR LIGHT
ATT/HDG 2 FAIL MESSAGE ON FMS 1/2 IN FLIGHT / LOTO INSTALLED,". 

COULDN`T DUPLICATE MESSAGE PERFORMED OPS CHK AND FOUND SAT AT THIS TIME IAW EMB 145 AMM 34-21-00. / REMOVED AND STOWED LOTO IAW GMM",AHRS
NEED 2 O2 DEMO MASKS / LOTO INSTALLED,". 

REMOVED AND REPLACED 2 O2 MASKS AS REQUIRED. / REMOVED AND STOWED LOTO AS REQUIRED.",DEMO EQUIP
"BLEED 2 LEAK, RAN QRH, CLEARED. / LOTO INSTALLED",". 

REMOVED AND REPLACED Y-DUCT ON PACK 2 IRT EMB 145 AMM 36-11-09 OPS CHECK SAT, LEAK CHECK GOOD DID NOT FIX SEE LOG PAGE 68294 FOR CONTINUATION OF WORK / R/R GROUND CONNECTION VALVE. LEAK TEST FAIL. IAW EMB 145 AMM 36-10-02 / PERFORMED LEAK CHECK, LEAK CHECK SAT REF TO EMB 145 AMM 36-00-00 / REMOVED AND STOWED LOTO",BLEED LEAK
BLEED 1 OVERTEMP IN ICING CONDITIONS. RAN QRH. MSG EXTINGUISHED UPON LEAVING ICING CONDITIONS. / LOTO INSTALLED / LP 67232 WORKING MEL 36-11-05 BLEED 1 OVERTEMP IN ICING CONDITION. / RECLASSIFIY MEL TO 36-11-05-2,". 

DEFERRED PER MEL 36-11-05-1. SECURED #1 BLEED VALVE CLOSED. PLACARD APPLIED STEPHEN SHRIFT 2928429 / LOTO REMOVED AND STOWED STEPHEN SHRIFT 2928429 / SEE WO # 101894211 REPEAT LEVEL 1 BLEED 1 OVERTEMP IN ICING CONDITION C/W TI E145-3611-2021-003 MEL CONTINUES. / LP 67235 R&R BLEED 1 TEMP SENSOR IAW EMB-145XR AMM 36-20-01. DID NOT FIX. / RECLASSIFIED MEL TO 36-11-05-2...........PLACARD INSTALLED / LP 67248 R/R #1 PRE COOLER IAW EMB 145 XR AMM 36-11-04. OPS AND LEAK CHECK SAT. PLACRD REMOVED. MEL CLEARED",BLEED OVERTEMP
WATER LEAKING BEHIND MIRROR IN LAV / LOTO INSTALLED,". 

WATER LEAKING BEHIND MIRROR IN LAV CLEANED LAV WATER NO LEAFS BEHIND MIRROR PANEL OPS CHECK GOODEMB 145 MM 25-00-00 / LOTO REMOVED AND STOWED LOTO AS REQ",POTABLE WATER
E1 & E2 REQUIRE OIL SERVICE / LOTO INSTALLED,". 

SERVICED #1 ENGINE AND #2 ENGINE WITH OIL IAW 12-12-01. NO OTHER DEFECTS NOTED. / REMOVED AND STOWED LOTO AS REQUIRED.",OIL SERVICE
E1 AT 7 QTS / LOTO INSTALLED,". 

SERVICED E1 OIL IAW EMB 145 AMM 12-12-01. NO DEFECTS NOTED AT THIS TIME. / LOTO REMOVED AND STOWED AS REQUIRED",OIL SERVICE
BIRDSTRIKE ON BOTTOM OF #2 ENGINE LIP / LOTO INSTALLED,". 

C/W BIRDSTRIKE INSPECTION CLEANED REMAINS FROM #2 ENGINE LIP NO DAMAGE NOTED IRT EMB 145 AMM 05-50-08 / LOTO REMOVED AND STOWED",BIRDSTRIKE
POSSIBLE BIRD STRIKE ON LEFT ENGINE INLET / LOTO INSTALLED,". 

FOUND SM AMT OF BLOOD ON OUBOARD (MID) EXTERIOR OF E-1 INLET AND COWLING. CLEANED COWL AND INLET - PERFORMED GVI OF COWL/INLET, FAN BLADES, 1ST STAGE STATOR AND BYPASS VANES-NO DEFECTS NOTED IAW EMB-145 AMM 05-50-08 / LOTO REMOVED AND STOWED AS REQ",BIRDSTRIKE
EXCESSIVE WHIRRING NOISE ABOVE SEAT 11C / LOTO INSTALLED,". 

EXCESSIVE WHIRRING NOISE ABOVE SEAT 11C COULD NOT REPLICATE NOISE. OPS CHECK SAT. / LOTO REMOVED AND STOWED",AIR DISTRIBUTION
CD PLAYER INOP,". 

DEFERED PER MEL 23-32-02-1 PLACARD INSTALLED / CD PLAYER INOP R/R CD PLAYER IAW EMB 145 AMM 23-32-01-04. OPS CHECK SAT. MEL CLEARED. PLACARD REMOVED.",CD PLAYER
C/A SIDE INTERCOM INTERMITTENTLY INOP / LOTO DEVICE INSTALLED,". 

SWAPPED C/A SIDE DAP AND OBSERVERS PANEL DAP, OPS CHECK SAT IAW EMB 145 AMM 23-51-01, DEFERRED PER MEL 25-11-02-1. PLACARD APPLIED, / R&R DIGITAL AUDIO PANEL ( OBSERVER) IAW EMB 145 AMM 23-51-01. OPS CHECK CARRIED OUT IAW EMB 145 AMM 23-51-00 FOUND SAT. MEL CLEARED AND PLACARD REMOVED / LOTO REMOVED AND STOWED AS REQUIRED",COMM
FLIGHT LAV ATT CALL BUTTON INOP / LOTO INSTALLED,". 

PERFORMED OPS CHECK REF E145 AMM 33-25-03 OPS CHECK SAT / REMOVED AND SROWED AS REQ",FA CALL SYS
CD SAFTEY ANNOUNCE IS MISSING / LOTO INSTALL INSTALLED LOTO,". 

INSTALLED SAFETY CD AS REQ. / LOTO REMOVED.",MISSING/LOOSE HARDWARE
WINDOW REVEAL ASSY 21 CD HAS COME LOOSE / LOTO INSTALL INSTALLED LOTO,". 

WINDOW REVEAL ASSY 21 CD HAS COME LOOSE RESECURED WINDOW REVEAL AT 21CD AS REQUIRED, PLACED ON NEF 25-90-15-1, PLACARD INSTALLED / WINDOW REVEAL ASSY 21 CD HAS COME LOOSE R&R WINDOW REVEAL ASSY AT 21D IAW AMM 25-23-09. PLACARD REMOVED. NEF CLEARED. / LOTO INSTALL LOTO REMOVED AND STOWED AS REQUIRED.",CABIN INTERIOR
18A WINDOW SHADE BROKEN / LOTO INSTALLED,". 

REMOVED AND REPLACED 18A WINDOW SHADE IRT EMB 145 AMM 25-23-08 OPS CHECK SAT / REMOVED AND STOWED LOTO",CABIN INTERIOR
ROW 10A & 19A WINDOW REVEAL ASSEMBLIES LOOSE / LOTO INSTALLED,". 

RESEURED WINDOW REVEAL AT 10A & 19A AS REQUIRED. PLACED ON NEF 25-90-15-1, PLACARDS INSTALLED / R & R REVEAL ASSEMBLY IAW EMB 145 AMM 25-23-01. NEF CLEARED AND PLACARD REMOVED / REMOVED AND STOWED AS REQUIRED.",CABIN INTERIOR
CARGO NET STUCK IN CARGO DOOR / LOTO DEVICE INSTALLED,". 

INSPECTED CARGO DOOR IRW EMB 145 AMM 52-31-00, FOUND NET BRACKET CAUGHT ON DOOR, FREED BRACKET AND INSPECTED DOOR NO DEFECTS NOTED AT THIS TIME. / LOTO REMOVED AND STOWED AS REQUIRED",CARGO INTERIOR
RAMP REPORTS CARGO DOOR INSIDE COVER CRACKED / LOTO INSTALLED,". 

DEFERED PER NEF 25-OT-16-1 PLACARD INSTALLED / CARGO DOOR R&R CARGO DOOR CRACKED INSIDE COVER IAW EMB-145 AMM 25-51-02, NEF 25-OT-16-1 CLEARED AND PLACARD REMOVED. / REMOVED AND STOWED AS REQ",CARGO INTERIOR
EFB RAM TIGHTENER BROKEN / LOTO INSTALLED,". 

EFB RAM TIGHTENER BROKEN REMOVED AND REPLACED EFB RAM TIGHTENER REF TO EMB 145 MM 25-00-00- / LOTO REMOVED AND STOWED LOTO AS REQ",COCKPIT EQUIP/INTERIOR
COFFEE RESERVIOR IS LEAKING / LOTO INSTALL INSTALLED LOTO LOG BOOK EXPIRED TRANSFERED TO NEW,". 

RESECURED COFFEEE RESERVOIR FEED LINE. NO LEAKS NOTED. REF EMB 145 MM 25-30-39 / REMOVED LOTO TRANSFERED TO NEW LOG BOOK LP 48601",COFFEE POT/MAKER
FA LIFE VEST TORN COVER / LOTO INSTALL INSTALLED LOTO,". 

FA LIFE VEST TORN COVER R/R FA LIFEVEST IAW EMB 145 AMM 25-60-02 / LOTO INSTALL LOTO REMOVED AND STOWED",EMERGENCY EQUIPMENT
LAV FA CALL BUTTON WONT ILLUMINATE,". 

REMOVED AND REPLACED LAVATORY F/A CALL BUTTON WITH NEW. OPS CHECK GOOD. REF EMB 145 MM 20-13-03",FA CALL SYS
GALLEY CURTAIN SLIDERS BROKEN / LOTO INSTALL INSTALLED LOTO,". 

INSTALLED 2 GALLEY CURTAIN SLIDERS IAW EMB 145 AM 25-27-07 / REMOVED AND STOWED LOTO DEVICE AS REQUIRED",GALLEY
RED LATCH IN GALLEY WONT LATCH LOTO INSTALLED,". 

CLEANED AND LUBED GALLEY LATCHES. OPS CHECK GOOD. REF EMB 145 MM 25-00-00 REMOVED AND STOWED LOTO",GALLEY
"LAV OVER FLOWED ON TO FLOOR, UP 3 ROWS INTO AISLE / LOCK OUT TAG OUT DEVICE INSTALLED",". 

REMOVED TOILET SHROUD AND INSPECTED AREA FOR DAMAGE. FOUND SLIGHT AMOUNTS OF BLUE JUICE, BUT NO DEFECTS FOUND AT THIS TIME, CLEANED UP EXCESSIVE BLUE JUICE. REINSTALLED SHROUD. REMOVED AFT CARPET AND AFT-MOST CABIN FLOOR BOARD. INSPECTED COMPONENTS BENEATH FLOOR BOARD. FOUND SEVERAL PUDDLES OF BLUE JUICE LOCATED ON 3 AFT-MOST THERMAL ACOUSTIC BAFFLING SECTIONS. REMOVED DAMAGED BAFFLING AND CLEANED EXCESSIVE BLUE JUICE ON SKIN AND COMPONENTS. INSTALLED SERVICEABLE THERMAL ACOUSTIC BAFFLING (P/NS: 145-44628-519, 145-44628-523, 145-44628-525). REINSTALLED FLOOR BOARD. PRESSURE WASHED AND SCRUBBED JUICE-SOAKED CARPET, WAITING TO DRY. ALL WORK PERFORMED IRW EMB 145 AMM 25-81-01, 25-40-04, AND 53-01-02, EMB 145 IPC 25-82-00. / INSTALLED ROBBED CENTER AISLE CARPET FORM A/C N17159 IN SERVICABLE CONDITION IAW EMB 145 AMM 25-24-01. FOUND TO BE 5 3/4 INCHES SHORT. / CUT AWAY DAMAGED AREA/ SHORT SIDE OF CARPET. INSTALLED A SMALL SECTION OF CARPET TO CLOSE UP CENTER AISLE. WITH REFERENCE TO EMB 145 AMM 25-24-01. SEE WO 101896172 FOR FURTHER MAINTANANCE ACTION. / LOTO REMOVED AND STOWED AS REQUIRED",LAV PROBLEM
15 PASSENGER DATA CARDS REQUEST REPLACEMENT,". 

CARDS INSTALLED 15 SAFETY CARDS AS REQ.",OTHER
SEAT 2A RECLINE INOP RECLINE SECURED AND NO OCCUPY INSTALLED / MEL VERIFICATION REQ / SEAT 2A RECLINE INOP RECLINE SECURED AND NO OCCUPY INSTALLED / MEL VERIFICATION REQUIRED,". 

DEFERED PER MEL 25-21-05-1 PLACARD INSTALLED / VERIFIED SEAT 2A SEAT BACK BRACKET IS BROKEN REMOVED SEAT BACK AND PLACARD INSTALLED & LOGGED IN CA-47 / MEL VERIFICATION REQ REMOVED AND REPLACED SEAT 2A IAW EMB145XR AMM 25-20-60 MEL CLEARED, PLACARD REMOVED / DEFERED PER MEL 25-21-05-1 PLACARD INSTALLED. SEAT 2A AND 3A INOP / SEAT BACK OFO 2A REMOVED IN IAH",PAX SEAT
1 SEAT BELT EXT NEEDED / LOTO INSTALLED,". 

SEAT BELT EXTENDER REPLACED IAW EMB145 AMM 25-00-00-00 / LOTO REMOVED AND STOWED",PAX-SEAT BELT EXTENDER
H2O EXTINGUISHER IN EQUIPT CLOSET NEEDS SECURED,". 

SECURED WATER EXTINGUISHER IN FWD STORAGE AS NEEDED. REF EMB 145 MM 25-26-06",FIRE EXTINGUISHING
EICAS ADVISORY FLAP LOW SPEED / LOTO INSTALLED / MANAGER APPROVAL REQUIRED TO CLEAR MEL,". 

FLAP LOW SPEED DEFERRED PER MEL 27-53-00-1. J1 DISCONNECTED AT FECU. PLACARD APPLIED. FLAP OPS CHECK GOOD. FLAP CHANNEL 1 DEACTIVATED / C/W T/S PER ENGINEERING`S REQUEST SEE W/O 101895828 FOR DETAILS. R&R LH FDMU IAW E145 AMM 27-53-01. OPS CHECK SAT. MEL ACTIONS REVERSED. MEL CLEARED, PLACARD REMOVED. / LOTO REMOVED AND STOWED / APPROVED PER MICHAEL TRASTER - MEL CLOSED",FLAP FAIL
CAPTAIN PITCH TRIM ON YOKE STICKING,". 

CAPTAIN PITCH TRIM ON YOKE STICKING DEFERRED PER MEL 27-40-00-1 VERFIIED FO`S PITCH TRIM SWITCH OPERATES NORMALLY. PLACARD APPLIED / LP 1001455 REMOVED AND REPLACED PITCH TRIM SWITCH ASSEMBLY IAW EMB 145 AMM 27-40-03 OPS CHECK GOOD, MEL CLEARED, PLACARD REMOVED",PITCH TRIM
FO PITCH TRIM SWITCH LEFT SIDE GETTING STUCK DOWN / LOTO INSTALLED,". 

DEFERRED PER MEL 27-40-00-1, PLACARD APPLIED, VERIFIED C/A SIDE PITCH TRIM SWITCH OPS CHECK SAT. / R/R FO YOKE PITCH TRIM SWITCH. OPS CHECK GOOD IAW EMB 145 AMM 27-40-03. MEL CEARED PLACARD REMOVED. / LOTO REMOVED AND STOWED AS REQUIRED",PITCH TRIM
FLUID IN BOTTOM OF RIGHT FRONT ACCUMULATOR COMPARTMENT / LOTO INSTALLED,". 

RESECURED FITTINGS AND INSPECTED AREA NO LEAKS NOTED IAW E145 AMM 32-33-01-04 / REMOVED AND STOWED LOTO AS REQ",HYD SYS LOW/LEAK
"LH IB BRAKE TEMP CARROT GOES INTO THE RED INTERMITTENTLY, FA NOTIECD LIGHT SMOKE. / LOTO INSTALLED",". 

DEFERRED PER MEL 32-40-01-1. PLACARD APPLIED, DISCONNECTED CONNECTOR P1077 (L/H I/B) AND COVERED CONNECTORS AND PLUGS. / LOGPAGE 73234 R&R LH IB BRAKE INDICATOR IAW EMB145 AMM 32-47-01. OPS CHECK GOOD. / LOTO REMOVED AND STOWED AS REQUIRED",BRAKE TEMP
STEERING DISENGAGES AT FULL L/H POSITION / LOTO DEVICE INSTALLED,". 

STEERING DISENGAGES R/R NOSEWHEEL STEERING TILLER IAW EMB 145XR MM 32-50-01, OPS CK GOOD / LOTO REM",NOSE WHEEL STEERING
#1 TIRE IS WORN,". 

R AND R MWA #1 REF EMB 145 MM 32-49-02",TIRE WORN
#1 TIRE NEEDS REPLACEMENT / LOTO INSTALL INSTALLED LOTO,". 

R/R #1 MWA IAW EMB 145 AMM 32-49-02 NO FURTHER DEFECTS NOTED AT THIS TIME / LOTO REMOVED AND STOWED AS REQUIRED",TIRE WORN
18A EMERG STRIP WONT ILLUMINATE / INSTALLED LOTO,". 

EXIT 18A EMERG. LIGHT NOT ILLUMINATING OP/S CHECKED 18A EMERG.LIGHT GOOD REF EMB 145 MM 33-50-00 / LO TO INSTALLED LO TO REMOVED",EMERGENCY LIGHT
LEFT WHITE NAV LIGHT IS OUT. / LOTO INSTALLED,". 

R&R LEFT HAND MAIN REAR NAV LIGHT IAW EMB 145 AMM 33-43-05. OPS CHECK SAT. / LOTO REMOVED AND STOWED AS REQUIRED.",EXTERIOR LIGHT
"ROW 24, BOTH READING LIGHTS OUT",". 

RELAMPED, NO FIX. DEFERRED BOTH READING LIGHTS AT ROW 24 PER NEF 25-90-02-1, PLACARDS INSTALLED / R & R PRINTED CIRCUIT BOARD IAW EMB 145 AMM 33-25-04. OPS CHECK CARRIED OUT IAW EMB 145 AMM 33-25-00 FOUND SAT . NEF CLEARED AND PLACARD REMOVED",INTERIOR LIGHT
AHRS 1-2 FAIL ON EICAS AFTER POWER UP.,". 

PER MX CONTROL RESET AHRS 1 & 2 IRT EMB 145 XR FIM 34-21-00-810-816-A AND -817-A. AHRS 1-2 ALIGNED, EICAS MESSAGE CLEARED. NO DEFECTS NOTED.",AHRS
#1 FMS CDU BLANK DURING FLIGHT / LOTO DEVICE INSTALLED,". 

R/R #1 FMS CDU IAW EMB145XR AMM 34-61-02 OPS CHECK SAT / LOTO REMOVED AND STOWED",FMS
FMS 1 FAILURE IN FLIGHT / LOTO INSTALLED,". 

#1 FMS RERACKED #1 FMS COMP, OPS CHECKED GOOD REF EMB145MM 34-61-00 / LOTO REMOVED",FMS
FMS FULL PERF UNAVAILABLE. / MEL VERIFICATION REQUIRED.,". 

DEFERRED FMS 1 & 2 PER MEL 34-60-00-1, PLACARD INSTALLED. CB D8 CDU 1, D9 FMC 1, D25 FMC 2, AND D26 CDU 2 PULLED AND COLLARED. / PERFROMED OPS CHECK EMB145 AMM 34-61-00 OPS CHECK SAT NO DEFECTS NOTED MEL CLEAED AND PLACARD REMOVED C/B RETURN TO SERVICE , PUSHED IN. / VERIFIED MEL 34-60-00-1 ALL STEPS COMPLETE",FMS
CA`S RA INTERMITTENT. TOO LOW TERRAIN AURAL WARNING HEARD ON TAKE OFF. / LOTO INSTALLED,". 

CAS RA INSPECTED AND FOUND LOOSE CONNECTION ON #1 RA COAX CABLE RESECURED CONNECTION OPS CK GOOD REF EMB 145MM 34-31-01 / LOTO REMOVED LOTO",RADIO ALT
"CAPT RA INTERMITTENTLY ON/OFF. AURAL WARNING TERRAIN TOO LOW SOUNDED ON TAKEOFF. / PERFORM RADIO ALTIMITER ADJUSTMENT AND PERFORM SYSTEM OPERATIONAL TEST PER EMB 145 XR AMM 34-31-00. / IF NEEDED ADJUST THE RADIO ALTIMETER 1 AND 2, ADJUSTED RA REF EMB 145 AMM 34-31-00. CHECK FOR ANY AMBER RA INDICATION ON MFD/PFD.",". 

DEFERRED PER MEL 34-31-00-3, PLACARDS APPLIED, A/C CATII NOT AUTHORIZED, C/B D14 PULLED AND COLLARED / ADJUSTED RA 1 AND PERFORMED SYS TEST PER EMB 145 AMM 34-31-00. OP CHK GOOD. NO AMBER MSSG. PRESENT. ALL WORK PERFORMED IAW EMB 145 AMM 34-31-00. CAT II AUTHORIZED. MEL CLOSED. PLACARD REMOVED. CB CLOSED. / ADJUSTED RA 1 AND PERFORMED SYS TEST PER EMB 145 AMM 34-31-00. OP CHK GOOD. NO AMBER MSSG. PRESENT. ALL WORK PERFORMED IAW EMB 145 AMM 34-31-00. CAT II AUTHORIZED. MEL CLOSED. PLACARD REMOVED. CB CLOSED.",RADIO ALT
COCKPIT O2 LOW PRESSURE / LOTO INSTALLED,". 

PRESSURE IS WITH IN LIMITS FOR DISPATCH WITH REFERENCE TO EMB 145 AMM 12-14-00. / REMOVED AND STOWED AS REQUIRED",CREW O2
O2 MASK (DEMO) CLIP REQUESTED REPLACEMENT. / LOTO INSTALLED,". 

CLIP INSTALLED O2 MASK (DEMO) CLIP AS REQ. / LOTO REMOVED",DEMO EQUIP
LAV BLOCKED AND BLUE JUICE ON FLOOR AND WONT FLUSH / LOTO INSTALLED,". 

LAV UNCLOGGED, OPS CHECK SAT IRW EMB 145 AMM 38-32-01. NO FURTHER DEFECTS NOTED / LOTO REMOVED AND STOWED AS REQ",LAV PROBLEM
APU FAIL MESSAGE AFTER LANDING. / LOTO INSTALLED / REQ DOWNLOAD OF FADEC NEXT MX BASE ENTERED IN ERROR,". 

DEFERED IAW MEL 49-00-00-1 C/B E6 AND C30 PULLED AND COLLARD. PLACARD INSTALLED / FADEC FAULT WAS MAIN SOL MAIN OC. PROCEDURE IS AM. PERFORMED STEPS 1-4. NO SHORTS OR OPENS FOUND. STEP 5 REFERS TO PROCEDURE A. R&R FADEC IAW EMB 145 AMM 49-64-03. OPS CK GOOD. MEL CLEARED, PLACARD REMOVED, C/B C30 AND E6 RESET / REMOVED AND STOWED AS REQUIRED / ENTERED IN ERROR",APU FAIL
